1941
1,3326
2,4776
3,4625
4,4130
5,4185
6,4392
7,3679
9,4570
10,4448
11,4587
12,4186
13,4911
14,4725
15,4419
16,4640
17,5136
18,5201
19,4618
20,5693
21,5442
22,4478
23,5209
24,4669
25,4139
26,3984
27,3476
28,4123
29,3974
30,3889
31,3952
32,3772
33,3350
34,2971
35,3101
36,3097
37,3555
38,3274
39,3195
40,2937
41,2832
42,2807
43,3123
44,3291
45,3388
46,3296
47,3555
48,3822
49,4126
50,3633
51,3176
52,2530
