1968
AK,718
AL,548
AR,19
AZ,2014
CA,16895
CO,2810
CT,3835
DC,236
DE,302
FL,2234
GA,92
HI,988
IA,11927
ID,464
IL,5166
IN,4172
KS,711
KY,2738
LA,69
MA,8371
MD,1100
ME,910
MI,14314
MN,696
MO,880
MS,247
MT,627
ND,1409
NE,595
NH,303
NJ,3808
NM,978
NV,182
OH,2974
OK,187
OR,1020
RI,1682
SC,287
TN,5940
TX,11236
UT,695
VA,1265
VT,1246
WA,6559
WI,15413
WV,3483
WY,399
