1930
AL,192
AR,410
AZ,548
CA,2293
CO,562
CT,0
DC,0
DE,0
FL,28
GA,0
IA,3044
ID,203
IL,3891
IN,5239
KS,2309
KY,549
LA,258
MA,0
MD,0
ME,0
MI,2348
MN,295
MO,1613
MS,187
MT,353
NC,562
ND,728
NE,1934
NH,0
NJ,1
NM,175
NY,332
OH,5181
OK,2630
OR,786
PA,42
RI,0
SC,82
SD,1391
TN,423
TX,2736
UT,27
VA,10
VT,79
WA,2345
WI,909
WV,782
WY,251
