1969
AK,466
AL,136
AR,199
AZ,818
CA,6041
CO,1375
CT,1643
DC,159
DE,197
FL,1988
HI,978
IA,2413
ID,93
IL,1743
IN,2281
KS,55
KY,1167
LA,42
MA,1419
MD,664
ME,242
MI,4020
MN,238
MO,352
MS,194
MT,106
NC,18
ND,249
NE,350
NH,101
NJ,576
NM,301
NV,5
NY,1950
OH,1282
OK,1700
OR,712
PA,870
RI,260
SC,287
TN,1669
TX,4179
UT,153
VA,1541
VT,120
WA,1806
WI,3154
WV,2353
WY,81
