1968
1,2498
2,4424
3,5345
4,4295
5,4681
6,5352
7,4767
8,5075
9,4938
10,6955
11,5589
12,5164
13,5046
14,4802
15,4997
16,4169
17,4132
18,4759
19,3965
20,4216
21,4040
22,3224
23,2883
24,2823
25,2009
26,1702
27,1073
28,1169
29,863
30,825
31,889
32,647
33,760
34,446
35,438
36,543
37,601
38,609
39,711
40,824
41,1076
42,1143
43,1218
44,1408
45,1635
46,1744
47,2025
48,1886
49,2234
50,2362
51,2178
52,1587
