1971
AK,96
AL,378
AR,236
AZ,896
CA,9623
CO,751
CT,877
DC,60
DE,138
FL,2121
GA,771
HI,336
IA,301
ID,353
IL,2115
IN,585
KS,579
KY,1132
LA,654
MA,1589
MD,1082
ME,494
MI,3913
MN,304
MO,648
MS,206
MT,211
NC,1288
ND,135
NE,145
NH,231
NJ,3382
NM,492
NV,77
NY,4825
OH,1986
OK,790
OR,1430
PA,2758
RI,611
SC,344
SD,185
TN,1426
TX,3731
UT,493
VA,1480
VT,432
WA,1287
WI,423
WV,510
WY,49
