1941
AL,1566
AR,1119
AZ,1176
CA,18973
CO,4701
CT,2778
DC,716
DE,276
FL,748
GA,1265
IA,1633
ID,598
IL,7603
IN,1199
KS,4834
KY,3416
LA,393
MA,9549
MD,3585
ME,1203
MI,15129
MN,3469
MO,1782
MT,1003
NC,10228
ND,881
NE,674
NH,460
NJ,6682
NM,1123
NV,238
NY,17747
OH,14861
OK,1097
OR,1069
PA,15164
RI,1137
SC,4680
SD,585
TN,2572
TX,10667
UT,2765
VA,4187
VT,636
WA,4619
WI,8984
WV,2264
WY,379
