1930
1,1268
2,1652
3,1889
4,1743
5,1624
6,1905
7,1600
8,1505
9,1714
10,1822
11,1549
12,1417
13,1628
14,1673
15,1578
16,1464
17,1589
18,1368
19,1257
20,1298
21,1087
22,749
23,1054
24,1050
25,994
26,767
27,770
28,580
29,497
30,382
31,305
32,255
33,214
34,149
35,122
36,175
37,134
38,128
39,139
40,175
41,133
42,188
43,249
44,251
45,236
46,355
47,449
48,427
49,616
50,493
51,627
52,435
