2020
3,1
4,1
5,0
6,3
7,2
8,1
9,18
10,631
11,4920
12,34036
13,111018
14,191279
15,217905
16,199019
17,210436
18,191668
19,170628
20,158504
21,155166
22,146117
23,145409
24,146957
25,184584
26,268247
27,345389
28,405065
29,461105
30,461115
31,427868
32,365779
33,359904
34,297148
35,288700
36,278753
37,239696
38,280401
39,308482
40,301237
41,344473
42,385180
43,484191
44,635959
45,802970
46,1050268
47,1203692
48,1127056
49,1382877
50,1488403
51,1507915
52,1274554
53,819548
