1952
AL,419
AR,418
AZ,356
CA,3721
CO,791
CT,368
DC,118
DE,103
FL,574
GA,578
IA,2705
ID,313
IL,3333
IN,1144
KS,1370
KY,1344
LA,901
MA,493
MD,198
ME,151
MI,3114
MN,3094
MO,1009
MS,783
MT,232
NC,1057
ND,260
NE,1702
NH,53
NJ,658
NM,418
NV,98
NY,2361
OH,3052
OK,955
OR,462
PA,1309
RI,96
SC,158
SD,655
TN,668
TX,3498
UT,457
VA,583
VT,54
WA,996
WI,1905
WV,610
WY,167
