1958
AK,1259
AL,7664
AR,3002
AZ,9845
CA,35074
CO,9436
CT,15792
DC,1420
DE,515
FL,12347
GA,6664
HI,575
IA,12560
ID,3824
IL,23045
IN,18173
KS,71
KY,18348
LA,285
MA,35819
MD,6287
ME,4367
MI,40667
MN,1254
MO,3450
MS,1408
MT,7096
NC,4103
ND,4330
NE,1505
NH,2138
NJ,25274
NM,8082
NV,198
NY,60457
OH,30025
OK,7206
OR,9088
PA,33968
RI,4263
SC,10879
SD,121
TN,27544
TX,82299
UT,3877
VA,21533
VT,2087
WA,10654
WI,64000
WV,12125
WY,1365
