1958
1,5338
2,7756
3,8422
4,9434
5,4645
6,13894
7,14972
8,16504
10,24291
11,27259
12,31391
13,33215
14,34838
15,36406
16,36907
17,40030
18,41944
19,42788
20,36110
21,37020
22,24164
23,33856
24,27231
25,11930
26,15342
27,10534
28,9739
29,8011
30,5602
31,4187
32,3200
33,2580
34,1789
35,1351
36,1260
37,1198
38,1124
39,1072
40,1227
41,1568
42,1770
43,2087
44,1661
45,2461
46,3018
47,3725
48,3736
49,4213
50,5435
51,4885
52,4248
